store,city,category_name,category_id,product_id,product_name,brand,price_kzt,price_kzt_clean,price_kzt_is_outlier_iqr,currency,unit,pack_qty,pack_unit,source,scraped_at,is_scraped_at_missing,is_stale,dataset,pipeline_run_at_utc
arbuz,astana,Новый год,224993,246936,Гирлянда новогодняя Футбольные Мячи разноцветная 3 м,Unknown,2000.0,2000.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,246942,Гирлянда новогодняя Дюралайд,Unknown,3000.0,3000.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,283808,Игрушки елочные подвесные 5-6 см 32 шт,Unknown,19120.0,6558.0,True,KZT,шт,32.0,шт,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,282082,Игрушки Merry Cristmas новогодние белые 8 см 14 шт,Unknown,12070.0,6558.0,True,KZT,шт,14.0,шт,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,281330,Игрушка Дед Мороз бежевый 60 см,Unknown,20345.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,281332,Венок новогодний с шишками,Unknown,10540.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,281333,"Венок новогодний, серебренный",Unknown,8625.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,282073,Игрушка Дед Мороз 30 см,Unknown,10390.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,282722,Игрушка Дед Мороз в красной шубе с посохом 27 см,Unknown,8305.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Новый год,224993,283813,Игрушка Дед Мороз красная 31 см,Unknown,5000.0,5000.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242771,"Капуста краснокочанная, кг",Unknown,625.0,625.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,313496,"Картофель City garden очищенный, шт",City garden,1155.0,1155.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,190079,Картофель кг,Unknown,266.0,266.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,234426,Батат кг,Unknown,1810.0,1810.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,262637,Картофель Садовод фасованный в сетке кг,Садовод,465.0,465.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,297573,Томаты красные Ташкент кг,Unknown,2070.0,2070.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,292617,"Томаты розовые Ташкент, кг",Tausugur agro,2200.0,2200.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,292615,"Томаты на ветке, кг",Tausugur agro,1309.0,1309.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,260310,Томаты черри Кумато кистевые кг,Unknown,4155.0,4155.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,257426,Томаты черри красный Степногорск кг,Unknown,3300.0,3300.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,248104,"Томаты Черри красные кистевые, кг",Unknown,4800.0,4800.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,248101,"Томаты Органза Степногорск, кг",Unknown,3300.0,3300.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242745,"Томаты черри красные, кг",Unknown,2255.0,2255.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242744,Томаты розовые кг,Unknown,2615.0,2615.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242743,Помидоры красные кг,Unknown,1404.0,1404.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,193544,Томаты Черри желтые кг,Unknown,3535.0,3535.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,288899,Огурцы Рава Степногорск кг,Unknown,2574.0,2574.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,253540,"Огурцы Корнишон 7-9 см, кг",Unknown,2860.0,2860.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242741,Огурцы миринда кг,Unknown,2719.0,2719.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,300453,Лук зеленый Степногорск 150 г,Unknown,595.0,595.0,False,KZT,г,150.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,313497,"Лук City garden репчатый очищенный, шт",City garden,620.0,620.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,266715,Чеснок шт,Unknown,325.0,325.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,254577,Стрелки чеснока кг,Unknown,2275.0,2275.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242732,"Лук репчатый, кг",Unknown,165.0,165.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,250706,"Лук порей, кг",Unknown,3960.0,3960.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242780,Лук красный кг,Unknown,640.0,640.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242781,Лук белый кг,Unknown,575.0,575.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,227407,"Морковь желтая, кг",Unknown,655.0,655.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,294954,Морковь кг,Unknown,205.0,205.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,313498,"Морковь City garden очищенная, шт",City garden,530.0,530.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,19356,Свекла кг,Unknown,209.0,209.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,250701,Морковь мытая кг,Unknown,437.0,437.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,330979,Перец Светофор красный 200 г,Unknown,1405.0,1405.0,False,KZT,г,200.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,330981,Перец Светофор зеленый 200 г,Unknown,990.0,990.0,False,KZT,г,200.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,330982,Перец Светофор желтый 200 г,Unknown,1405.0,1405.0,False,KZT,г,200.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242761,Перец Фламинго кг,Unknown,2575.0,2575.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,250705,"Перец светофор зеленый, кг",Unknown,2979.0,2979.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,250703,"Перец светофор желтый, кг",Unknown,2979.0,2979.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242763,Перец светофор красный кг,Unknown,2979.0,2979.0,False,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Овощи, фрукты, зелень",225164,242764,Перец стручковый кг,Unknown,7775.0,6558.0,True,KZT,unknown,,,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,20054,"Молоко Мое 2,5% 950 мл",Мое,699.0,699.0,False,KZT,мл,950.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,288307,"Молоко ДЕПовское м/у 2,5% 900 г",Dep,543.0,543.0,False,KZT,г,900.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,330003,"Молоко Молочный бидончик 2,5% 0,9 л",Unknown,581.0,581.0,False,KZT,л,0.9,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,330004,"Молоко Молочный бидончик 3,2% 0,9 л",Unknown,590.0,590.0,False,KZT,л,0.9,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,330005,"Молоко Молочный бидончик 6,0% 0,9 л",Unknown,637.0,637.0,False,KZT,л,0.9,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,333835,"Молоко Айналайын 7.5% концентрированное, 0.5 л",Айналайын,580.0,580.0,False,KZT,л,0.5,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,294058,"Молоко Айс топленое 3.2%, 1 л",Айс,1095.0,1095.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,291187,"Молокосодержащий продукт Масло-Дел Деревенское 6%, 2 л",Масло-Дел,1304.0,1304.0,False,KZT,л,2.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,291184,"Молокосодержащий продукт Масло-Дел Деревенское 3.2%, 2 л",Масло-Дел,1175.0,1175.0,False,KZT,л,2.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,290702,"Молоко Ясь Белоус 3,2% 1 л",Ясь Белоус,882.0,882.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,290701,"Молоко Ясь Белоус 2,5% 1 л",Ясь Белоус,840.0,840.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,288315,"Молоко ДЕПовское с микроэлементами 3,5% 900 г",Dep,721.0,721.0,False,KZT,г,900.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,283048,"Молоко Шадринское концентрированное 7,1% 500 мл",Шадринское,1239.0,1239.0,False,KZT,мл,500.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,279769,Молоко Гормолзавод 3.2% 1 л,Гормолзавод,630.0,630.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,274846,"Молоко Минская Марка питьевое 3.2%, 1 л",Минская Марка,745.0,745.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,274845,"Молоко Минская Марка питьевое 2.5%, 1 л",Минская Марка,692.0,692.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,260595,"Молоко Петропавловское 6% м/у 0,9 л",Петропавловское,623.0,623.0,False,KZT,л,0.9,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,260594,"Молокосодержащий продукт Milko Во 2,5% 1 л",Milko Во,607.0,607.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251247,"Молоко Новый День 3,2% м/у 1 л",Новый День,725.0,725.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251245,"Молоко Новый День 2,5% м/у 1 л",Новый День,598.0,598.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251243,Молоко Новый День 6% 1 л,Новый День,1021.0,1021.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251240,"Молоко Новый День 3,2% 1 л",Новый День,750.0,750.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251239,"Молоко Новый День 2,5% 1 л",Новый День,846.0,846.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,251237,"Молоко Новый День 1.5%, 1 л",Новый День,618.0,618.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,240126,Молоко Село Лесное топленое 4% 930 г,Село Лесное,774.0,774.0,False,KZT,г,930.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,247727,"Молокосодержащий продукт Милоко 6% ультрапастеризованный с заменителем молочного жира 1,95л",Милоко,1290.0,1290.0,False,KZT,л,1.95,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,247734,"Молокосодержащий продукт Буренкино 6% 1,95 л",Буренкино,1290.0,1290.0,False,KZT,л,1.95,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,247717,"Молокосодержащий продукт Милоко 2,5% 950 мл",Милоко,604.0,604.0,False,KZT,мл,950.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,243082,Продукт молокосодержащий Бурненское 6% 900 мл,Бурненское,528.0,528.0,False,KZT,мл,900.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,242950,Молоко Айналайын 6% 1 л,Айналайын,1040.0,1040.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,242948,Молоко Айналайын 3.2% 1 л,Айналайын,699.0,699.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,242939,Молоко Айналайын 2.5% 1 л,Айналайын,668.0,668.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,242448,"Молокосодержащий продукт Milko Во 3,2% 1 л",Milko Во,642.0,642.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,240125,"Молоко Село Лесное 2,5% 930 г",Село Лесное,624.0,624.0,False,KZT,г,930.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,247489,"Молоко Айс 2.5%, 1 л",Айс,950.0,950.0,False,KZT,л,1.0,л,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,239836,"Молоко ДЕПовское отборное от 3% до 4%, 500 г",Dep,708.0,708.0,False,KZT,г,500.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,239835,"Молоко Деповское с микроэлементами и провитамином А 2,5% 500 г",Dep,451.0,451.0,False,KZT,г,500.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,225805,"Молоко Простоквашино Ультрапастеризованное 3,2% 950 мл",Простоквашино,1425.0,1425.0,False,KZT,мл,950.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,56050,"Молоко Простоквашино 2,5% 950 мл",Простоквашино,1327.0,1327.0,False,KZT,мл,950.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,"Молоко, сыр и яйца",225161,231384,Молоко Шадринское 6% 950 мл,Шадринское,1772.0,1772.0,False,KZT,мл,950.0,мл,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Колбасы и деликатесы,225167,330757,"Колбаса Первомайские Деликатесы вареная Докторская вкусная 0,46 кг",Первомайские деликатесы,1500.0,1500.0,False,KZT,кг,0.46,кг,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Колбасы и деликатесы,225167,269786,Колбаса Народные Колбасы конская полукопченая 420 г,Народные Колбасы,1475.0,1475.0,False,KZT,г,420.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
arbuz,astana,Колбасы и деликатесы,225167,334484,"Сервелат Мираторг в/к коньячный, 300 г",Мираторг,2599.0,2599.0,False,KZT,г,300.0,г,arbuz.kz,,True,False,arbuz,2025-12-25T20:16:24.130536+00:00
