store,city,category_name,category_url,product_id,product_name,brand,price_kzt,currency,unit,source,scraped_at
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,94062,Лук Красный кг,,405,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,93961,Капуста кг,,230,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,93955,Капуста Цветная кг,,1665,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,46755,Помидоры Черри на ветке кг,,4365,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,46497,Капуста Брокколи кг,,1925,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12119,Свекла кг,,250,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12118,Помидоры Черри красные кг,,2500,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12117,Помидоры розовые Ташкент кг,,2315,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12115,Помидоры на ветке кг,,1365,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12102,Морковь кг,,210,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12075,Редька Дайкон кг,,845,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,Овощи,https://vkusmart.vmv.kz/catalog/ovoshchi_1/,12074,Редис шт,,385,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:43.005568+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,171263,Петрушка кг,,2325,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94422,Щавель кг,,2370,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94346,Сельдерей стебель кг,,1950,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94061,Лук Зеленый кг,,4050,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94053,Листья салата кг,,2340,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,93999,Кинза кг,,3825,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,17049,Листья салата в горшочке шт,,585,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,185903,Укроп в горшочке шт,,675,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94421,Щавель в горшочке шт,,630,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94264,Руккола в горшочках шт,,630,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94206,Петрушка в горшочке шт,,675,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,94064,Лук зеленый в горшочке шт,,675,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,"Зелень, салаты",https://vkusmart.vmv.kz/catalog/zelen-salaty/,93833,Базилик в горшочке шт,,630,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:44.140309+00:00
vkusmart,astana,Грибы,https://vkusmart.vmv.kz/catalog/griby_1/,45680,Грибы Вешенки кг,,4930,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:45.441428+00:00
vkusmart,astana,Грибы,https://vkusmart.vmv.kz/catalog/griby_1/,11903,Грибы Шампиньоны кг,,3890,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:45.441428+00:00
vkusmart,astana,Грибы,https://vkusmart.vmv.kz/catalog/griby_1/,189768,Грибы Еноки 300г,,490,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:45.441428+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,189686,Клементин шт,,1845,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,185899,Помело Желтое Premium шт,,2925,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,177997,Виноград Черный кг,,2275,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,174853,Виноград импортный красный кг,,1400,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,171263,Петрушка кг,,2325,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,171262,Тыква кг,,555,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,165130,Помидоры Кумато кг,,3250,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,164901,Яблоко Айдаред кг,,990,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94446,Яблоки Муцу кг,,1115,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94439,Яблоки Белый налив кг,,1490,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94428,Яблоки Семиренко кг,,915,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94424,Яблоки Галла кг,,1100,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94422,Щавель кг,,2370,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94400,Хурма кг,,1465,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94346,Сельдерей стебель кг,,1950,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94343,Свити кг,,2530,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94251,Редька Зеленая кг,,640,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94233,Помидоры Органза кг,,3065,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94215,Помидоры кг,,1190,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,Овощи. Фрукты. Ягоды,https://vkusmart.vmv.kz/catalog/ovoshchi-frukty-yagody/,94207,Помело Желтое шт,,1615,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:46.814393+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,184446,Сосиски НӘРЛЕН Докторские 460г в/у,,1410,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,184445,Сардельки НӘРЛЕН Говяжьи 620г в/у,,2035,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,184339,Сосиски НӘРЛЕН Молочные 460г,,1189,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,184338,Сосиски НӘРЛЕН Говяжьи 460г,,1430,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,164832,Сардельки БРЕСТСКИЙ МК Телячьи кг,,5785,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,118382,Сосиски РУБИКОМ Говяжьи Р кг,,3605,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,117636,Сардельки РУБИКОМ Говяжьи кг,,3340,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,117287,Сосиски БРЕСТСКИЙ МК Молочные кг,,4965,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,116923,Сосиски РУБИКОМ Петровские кг,,3145,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,116919,Сосиски РУБИКОМ Баварские с сыром кг,,3865,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,116910,Сосиски БРЕСТСКИЙ МК Никольские в/с вар кг,,5860,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,193154,Сардельки АЛЕКСАНДРОВ Говяжьи А н/о 400г,,2540,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192968,Сардельки РУБИКОМ С сыром в/у кг,,3305,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192758,Сосиски РУБИКОМ Сливочные 480г в/у,,1380,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192757,Сосиски РУБИКОМ Мясные с дымком 500г в/у,,1550,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192756,Сосиски РУБИКОМ Андреевские 500г в/у,,1135,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192337,Сосиски ИНДИЛАЙТ Из мяса индейки С сыром 440г,,2140,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192067,Сосиски ПАПА МОЖЕТ Филейные 400г,,1420,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,192066,Сосиски ПАПА МОЖЕТ Мясные с говядиной 600г,,2015,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Сосиски, сардельки",https://vkusmart.vmv.kz/catalog/sosiski-sardelki/,188747,Сосиски ОМПК Молочные Премиум 600г,,1900,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:48.237745+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,184263,Бекон ПАПА МОЖЕТ с/к 180г в/у,,1362,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,178674,Нарезка ЧЕРКИЗОВО Бекон копченый 180г,,1241,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,177676,Ветчина АЛЕКСАНДРОВ Из говядины Ароматная Халал кг,,4300,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,169849,Ветчина РУБИКОМ Юбилейная 450г,,2700,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,116844,Сало МЕДЕННИКОВ Соленое в/у кг,,5460,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,116768,Окорок МЯСОДЕЛ Москварецкий с мясом и шпиком кг,,6415,KZT,/кг,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,116554,Ветчина КУРОЧКА РЯБА Кусковая из мяса птицы 630г,,1955,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,"Окорок, ветчина, сало",https://vkusmart.vmv.kz/catalog/okorok-vetchina-salo/,193109,Ветчина ЕТ БАЙРАМ Мусульманская Халал 500г,,2216,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:49.551012+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185842,Колбаса НӘРЛЕН Докторская вар 500г,,2360,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185512,Колбаса ЕТ БАЙРАМ Докторская халал вар 700г,,3585,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185475,Сервелат ЕТ БАЙРАМ Ханский Халал 450г,,2240,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185474,Сервелат ЕТ БАЙРАМ Мусульманский халал 450г,,2655,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185410,Сервелат МЯСОДЕЛ Мусульманский 500г,,2545,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185409,Колбаса МЯСОДЕЛ Мусульманская халал вар 600г,,1788,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185407,Колбаса МЯСОДЕЛ Конская в/к 500г,,1883,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,185406,Колбаса МЯСОДЕЛ Говяжья в/к 370г,,1910,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,184965,Колбаса НӘРЛЕН Президентская п/к в/с 600г,,3405,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
vkusmart,astana,Колбасы,https://vkusmart.vmv.kz/catalog/kolbasy/,184964,Колбаса НӘРЛЕН Президентская п/к в/с 350г,,1985,KZT,/шт,vkusmart.vmv.kz,2025-12-24T18:50:50.855901+00:00
