store,city,category_name,category_id,product_id,product_name,brand,price_kzt,currency,unit,source
arbuz,astana,"Овощи, фрукты, зелень",225164,190079,Картофель кг,,266,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,234426,Батат кг,,1810,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,262637,Картофель Садовод фасованный в сетке кг,Садовод,465,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,297573,Томаты красные Ташкент кг,,2070,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,292617,"Томаты розовые Ташкент, кг",Tausugur agro,2200,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,292615,"Томаты на ветке, кг",Tausugur agro,1309,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,260310,Томаты черри Кумато кистевые кг,,4155,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,257426,Томаты черри красный Степногорск кг,,3300,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,248104,"Томаты Черри красные кистевые, кг",,4800,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,248101,"Томаты Органза Степногорск, кг",,3300,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242745,"Томаты черри красные, кг",,2255,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242744,Томаты розовые кг,,2615,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242743,Помидоры красные кг,,1404,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,193544,Томаты Черри желтые кг,,3535,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,288899,Огурцы Рава Степногорск кг,,2574,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,253540,"Огурцы Корнишон 7-9 см, кг",,2860,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242741,Огурцы миринда  кг,,2719,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,300453,Лук зеленый Степногорск 150 г,,595,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,313497,"Лук City garden репчатый очищенный, шт",City garden,620,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,266715,Чеснок шт,,325,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,254577,Стрелки чеснока кг,,2275,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242732,"Лук репчатый, кг",,165,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,250706,"Лук порей, кг",,3960,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242780,Лук красный кг,,640,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242781,Лук белый кг,,575,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,227407,"Морковь желтая, кг",,655,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,294954,Морковь кг,,205,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,313498,"Морковь City garden очищенная, шт",City garden,530,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,19356,Свекла кг,,209,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,250701,Морковь мытая кг,,437,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,330979,Перец Светофор красный 200 г,,1405,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,330981,Перец Светофор зеленый 200 г,,990,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,330982,Перец Светофор жёлтый 200 г,,1405,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242761,Перец Фламинго кг,,2575,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,250705,"Перец светофор зелёный, кг",,2979,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,250703,"Перец светофор жёлтый, кг",,2979,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242763,Перец светофор красный кг,,2979,KZT,,arbuz.kz
arbuz,astana,"Овощи, фрукты, зелень",225164,242764,Перец стручковый кг,,7775,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,20054,"Молоко Моё 2,5% 950 мл",Мое,699,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,288307,"Молоко ДЕПовское м/у 2,5% 900 г",Dep,543,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,330003,"Молоко Молочный бидончик 2,5% 0,9 л",,581,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,330004,"Молоко Молочный бидончик 3,2%  0,9 л",,590,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,330005,"Молоко Молочный бидончик 6,0% 0,9 л",,637,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,333835,"Молоко Айналайын 7.5% концентрированное, 0.5 л",Айналайын,580,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,294058,"Молоко Айс топленое 3.2%, 1 л",Айс,1095,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,291187,"Молокосодержащий продукт Масло-Дел Деревенское 6%, 2 л",Масло-Дел,1304,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,291184,"Молокосодержащий продукт Масло-Дел Деревенское 3.2%, 2 л",Масло-Дел,1175,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,290702,"Молоко Ясь Белоус 3,2% 1 л",Ясь Белоус,882,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,290701,"Молоко Ясь Белоус 2,5% 1 л",Ясь Белоус,840,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,288315,"Молоко ДЕПовское с микроэлементами 3,5% 900 г",Dep,721,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,283048,"Молоко Шадринское концентрированное 7,1% 500 мл",Шадринское,1239,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,279769,Молоко Гормолзавод 3.2% 1 л,Гормолзавод,630,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,274846,"Молоко Минская Марка питьевое 3.2%, 1 л",Минская Марка,745,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,274845,"Молоко Минская Марка питьевое 2.5%, 1 л",Минская Марка,692,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,260595,"Молоко Петропавловское 6% м/у 0,9 л",Петропавловское,623,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,260594,"Молокосодержащий продукт Milko Во 2,5% 1 л",Milko Во,607,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251247,"Молоко Новый День 3,2% м/у 1 л",Новый День,725,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251245,"Молоко Новый День 2,5% м/у 1 л",Новый День,598,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251243,Молоко Новый День 6% 1 л,Новый День,1021,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251240,"Молоко Новый День 3,2% 1 л",Новый День,750,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251239,"Молоко Новый День 2,5% 1 л",Новый День,846,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,251237,"Молоко Новый День 1.5%, 1 л",Новый День,618,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,240126,Молоко Село Лесное топленое 4% 930 г,Село Лесное,774,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,247727,"Молокосодержащий продукт Милоко 6% ультрапастеризованный с заменителем молочного жира 1,95л",Милоко,1290,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,247734,"Молокосодержащий продукт Буренкино 6% 1,95 л",Буренкино,1290,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,247717,"Молокосодержащий продукт Милоко 2,5% 950 мл",Милоко,604,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,243082,Продукт молокосодержащий Бурненское 6% 900 мл,Бурненское,528,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,242950,Молоко Айналайын 6% 1 л,Айналайын,1040,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,242948,Молоко Айналайын 3.2% 1 л,Айналайын,699,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,242939,Молоко Айналайын 2.5% 1 л,Айналайын,668,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,242448,"Молокосодержащий продукт Milko Во 3,2% 1 л",Milko Во,642,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,240125,"Молоко Село Лесное 2,5% 930 г",Село Лесное,624,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,247489,"Молоко Айс 2.5%, 1 л",Айс,950,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,239836,"Молоко ДЕПовское отборное от 3% до 4%, 500 г",Dep,708,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,239835,"Молоко Деповское с микроэлементами и провитамином А 2,5% 500 г",Dep,451,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,225805,"Молоко Простоквашино Ультрапастеризованное 3,2% 950 мл",Простоквашино,1425,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,56050,"Молоко Простоквашино 2,5% 950 мл",Простоквашино,1327,KZT,,arbuz.kz
arbuz,astana,"Молоко, сыр и яйца",225161,231384,Молоко Шадринское 6% 950 мл,Шадринское,1772,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,330757,"Колбаса Первомайские Деликатесы вареная Докторская вкусная 0,46 кг",Первомайские деликатесы,1500,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,269786,Колбаса Народные Колбасы конская полукопченая 420 г,Народные Колбасы,1475,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,334484,"Сервелат Мираторг в/к коньячный, 300 г",Мираторг,2599,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,330759,"Докторская вкусная Первомайские Деликатесы, вареная + говяжья вкусная, вареная",Первомайские деликатесы,2875,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,284910,Колбаса Мамино Докторская вареная 550 г,Мамино,2438,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,269639,"Колбаса Narlen Астана докторская вареная в/с, 500 г",Narlen,2225,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,269638,"Колбаса Narlen докторская вареная в/с, 500 г",Narlen,2331,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261916,Колбаса DAS мусульманская варёная 500 г,DAS,1750,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261909,Колбаса DАS Докторская вареная 500 г,DAS,2095,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261593,"Колбаса Просто Выгодно вареная Мусульманская без шпика, кг",Просто Выгодно,3816,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,254187,Колбаса Первомайские Деликатесы Мусульманская варёно-копченая в/у 520 г,,3375,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,254181,Колбаса Первомайские Деликатесы из говядины вареная в/у 480 г,,2688,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,269787,Колбаса Первомайские Деликатесы Докторская Люкс вареная 480 г,Первомайские деликатесы,2625,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,249241,"Колбаса Narlen Особая без жира вареная, 400 г",Narlen,865,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,254205,Колбаса Первомайские Чайная Деликатесы Люкс вареная в/у 460 г,,2313,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,301703,Колбаса Ет Байрам Докторская Халал вареная 700 г,Ет Байрам,2427,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,301704,Колбаса Ет Байрам Мясодел Конская варено-копченая 500 г,Ет Мясодел,1785,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,301706,Колбаса Ет Байрам Мусульманская Халал вареная 600 г,Ет Байрам,2253,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,333135,Колбаса Первомайские деликатесы говяжья вкусная вареная 460 г,Первомайские деликатесы,1500,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,333138,Зельц Народные Колбасы по-казахски вареный 480 г,Народные Колбасы,1215,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,333140,Колбаса Первомайские деликатесы Мусульманская вкусная вареная 460 г,Первомайские деликатесы,1850,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,333141,"Колбаса Первомайские деликатесы Мясная вкусная вареная, 480 г",Первомайские деликатесы,1500,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,269800,"Сервелат Первомайские деликатесы Финский полукопченый, 520 г",Первомайские деликатесы,2375,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261918,Колбаса DAS сервелат финский полукопченый 600 г,DAS,3163,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261915,Колбаса DAS краковская полукопченая 350 г,DAS,1415,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261913,Колбаса DAS индейка с сыром полукопченая 600 г,DAS,3325,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261911,Колбаса DАS Сервелат Мусульманский полукопченый 600 г,DAS,3219,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,261910,Колбаса DАS Конская полукопченая 600 г,DAS,3163,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,260654,"Колбаски Адал охотничьи, кг",Adal,3060,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,249223,Колбаса Нарлен Астана Сервелат в сетке полукопченая кг,Narlen,5295,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,228823,Колбаса БМК Телячья вареная мясная высший сорт 650 г,Брестский Мясокомбинат,2372,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,252231,Колбаса СПК Семейная варёная с чесноком в/у 0.45 - 0.6 кг,СПК,3565,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,307190,"Колбаса Arbuz Select вареная Докторская говяжья, 610 г",Arbuz Select,3799,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,307203,Колбаса Arbuz Select вареная Восточная 610 г,Arbuz Select,2999,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,309549,"Колбаса Останкино докторская гост, 400 г",Папа может,1538,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,313920,Колбаса Bizhan докторская вареная 600 г,Bizhan,2925,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,314398,Колбаски Arbuz Select из индейки 500 г,Arbuz Select,4599,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,330780,"Колбаса БрестМК вареная с маслицем в/с, 400 г",Брестский Мясокомбинат,1567,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,330781,Колбаса БрестМК вареная с маслицем в/с 650 г,Брестский Мясокомбинат,2496,KZT,,arbuz.kz
arbuz,astana,Колбасы и деликатесы,225167,301705,Колбаса Ет Мясодел Кремлевская Люкс варено-копченая 370 г,Ет Мясодел,1525,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,300488,"Ребра ""Для гриля"" KazBeef из мраморной говядины порционные охл кг",KazBeef,10300,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,305500,"Мясо Baqanas dami на кости, замороженное кг",Baqanas dami,7055,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307450,"Оссобуко Arbuz Select фермерское, замороженное, кг",Arbuz Select,8199,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307451,"Сахарная кость Arbuz Select фермерская, замороженная, кг",Arbuz Select,4499,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307452,"Ребрышки говяжьи Arbuz Select фермерские, замороженные, кг",Arbuz Select,5999,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307453,"Нарезка на гуляш Arbuz Select фермерская, замороженная 500 г",Arbuz Select,5390,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307455,"Нарезка на манты Arbuz Select фермерская, замороженная 500 г",Arbuz Select,3999,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307458,"Мякоть говядины Arbuz Select постная, фермерская, замороженный, кг",Arbuz Select,10999,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307459,"Мякоть говядины Arbuz Select фермерская, замороженная, кг",Arbuz Select,9580,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307460,"Грудинка говядины Arbuz Select фермерская, замороженная, кг",Arbuz Select,7599,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307461,"Мякоть говядины постная Arbuz Select задней части, фермерская, замороженная, кг",Arbuz Select,10935,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307462,"Говяжья печень Arbuz Select фермерская, замороженная, кг",Arbuz Select,3499,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307465,"Вырезка Бон-филе Arbuz Select фермерская, замороженная, кг",Arbuz Select,10999,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,307466,"Суп набор Arbuz Select фермерский, говяжий, замороженный, кг",Arbuz Select,3890,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,308092,"Говяжий жир, 1 кг",Baqanas dami,1080,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,321214,"Печень говяжья Baqanas Dami замороженная, кг",Baqanas Dami,3550,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,327363,"Нарезка на гуляш Arbuz Select постная, замороженная 500 г",Arbuz Select,6399,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,327364,"Мясо говядины Arbuz Select с отруба, зачищенное, замороженное 500 г",Arbuz Select,4299,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,328852,Суповой мясной набор Arbuz Select 1 кг,Arbuz Select,3499,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,300736,"Хвост говяжий KazBeef замороженный, кг",KazBeef,3360,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,292360,Стейк KazBeef Striploin/New-York Choice из мрамороной говядины замороженный кг,KazBeef,17000,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,289516,Мясо Baqanas dami на бефстроганов нарезка 500 г,Baqanas dami,4720,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,289513,Суповой набор Baqanas dami для костного бульона 1 кг,Baqanas dami,3625,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,289510,Оссобуко Baqanas dami кг,Baqanas dami,6945,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,256770,Говядина Altyn Taga лопаточная часть н/к кг,Altyn Taga,5655,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,256769,Говядина Altyn Taga задняя часть н/к кг,Altyn Taga,6460,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,256771,Говядина Altyn Taga шейная часть н/к кг,Altyn Taga,5060,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,256773,Говядина Altyn Taga рулька из задней части (Халал) кг,Altyn Taga,5135,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,273229,"Мякоть КаzBeeF бедра из мрамороной говядины замороженная, кг",KazBeef,9815,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,273228,Мякоть КаzBeeF лопатки из мрамороной говядины замороженная кг,KazBeef,7280,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,253373,"Ребра KazBeef для гриля из мраморной говядины замороженные, кг",KazBeef,5780,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,242679,"Мякоть KazBeef лопаточной части из мраморной говядины замороженная, кг",KazBeef,7846,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,238032,Печень KazBeef говяжья замороженная в/у кг,KazBeef,2015,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,238030,"Сердце KazBeef в/у замороженное, кг",KazBeef,2795,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,292356,"Стейк KazBeef Фермер из мраморной говядины замороженный, кг",KazBeef,12015,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,292358,"Стейк KazBeef Денвер из мраморной говядины замороженный, кг",KazBeef,12495,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,300345,"Стейк KazBeef New-York Choice из мраморной говядины охлажденный, кг",KazBeef,21280,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,300348,"Стейк KazBeef Фермер из мраморной говядины охлажденный, кг",KazBeef,10215,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,304035,"Стейк KazBeef Ribeye Select из мраморной говядины охлажденный, кг",KazBeef,20975,KZT,,arbuz.kz
arbuz,astana,Мясо и птица,225162,304038,"Стейк KazBeef Денвер из мраморной говядины охлажденный, кг",KazBeef,12995,KZT,,arbuz.kz
arbuz,astana,Рыба и морепродукты,225752,302811,"Филе AC форели в медовом соусе с лимоном, свежемороженое 350 г",АС,5018,KZT,,arbuz.kz
arbuz,astana,Рыба и морепродукты,225752,310666,"Стейки форели AC в соусе Иль Де Франс, замороженные 350 г",АС,5100,KZT,,arbuz.kz
arbuz,astana,Рыба и морепродукты,225752,335276,"Форель АС слабосоленая, 200 г",АС,5319,KZT,,arbuz.kz
