company,source,review_text,rating,review_date,scraped_at
Arbuz,wikicity,"Покупаем в основном мясо, частично молочку, сыры. Очень достойное качество в сравнении с обычными супермаркетами. Удобно, что есть выбор времени доставки и что на срочную вполне приемлемая цена. По срочной привезут продукты не позже часа с момента заказа, стоит это 900 тенге. От 5000 доставка бесплатная, выбрать эту сумму вообще несложно, у меня базовый набор продуктов на пару -тройку дней стоит не меньше, так что за доставку плачу только если что-то срочное. Зона покрытия доставки большая, заказываю и домой и в офис. Вообще доволен работой Арбуз, действительно достойно сделано",5,2025-09-24,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Заказала первый раз вынужденно, теперь постоянный клиент. Арбуз посоветовала коллега, мне нужно было срочно купить продукты к приезду родных и так, чтобы заказ оказался дома раньше меня (готовкой занимались гости). Все получилось отлично: я собрала корзину продуктов, докинула нужные хозяйственные штуки (таблетки для посудомойки, батарейки), выбрала удобное время, оплатила. Курьер все привез без опозданий, весовых продуктов не было, так что расхождений по сумме тоже. Мне пришел потом кешбек, потому что карта для оплаты была фридом банка. Хороший вариант в условиях отсутствия времени на магазины, плюс если нужны хорошие фермерские продукты, тут очень хороший выбор и к качеству никаких вопросов",5,2025-09-18,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Началось с того, что мои домашние распробовали десерты из этой доставки. Заказывала на спонтанное чаепитие, народ потребовал повтора. Заодно к десертам закинула творог и сыр, что-то из полуфабрикатов. В итоге стали заказывать все чаще. Потом уже приложение поставила, теперь строго через него, тк выгода от кешбека ощутимая. Сервис очень лоялен к клиентам, дают бонусы за опоздание курьеров, много приятных предложений вроде снижения суммы бесплатной доставки (хотя она итак нормальная), удобная система выбора времени доставки",5,2025-08-29,2026-01-20T18:04:28.689599
Arbuz,wikicity,"В приложение все удобно, категории продуктов и товаров видны, акции искать долго не нужно, навигация простая. Работает стабильно, с тем, чтобы получались накладки с заказом не сталкивалась. Закупаю в основном бакалею, молочку, что-то из кондитерки. Часто беру для детей салфетки и мелкие перекусы. И если болеет кто-то из детей то тут можно заказать и лекарства тоже, удобно. Цены приемлемые, курьеры приезжают обычно без опозданий. Для меня хороший вариант именно доставка, тк работаю из дома и на магазины жалко времени. А тут получается пара кликов и у тебя все нужные продукты без усилий",5,2025-08-21,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Такой лояльности к клиентам не встречала. За малейшее опоздание курьера вам прилетает нормальный бонус в виде промокода на следующий заказ! Тут будешь рад, что курьер задерживается)) Но вообще привозят в выбранный временной слот все обычно. Собирают внимательно, у меня не было такого, чтобы что-то напутали в заказе. Замены бывает предлагают, ну или вернут деньги если чего-то из заказа нет в наличии. При этом все вежливо, быстро, спокойно. Сервисом правда довольны",5,2025-08-14,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Доставка от 5 тысяч бесплатная, если сумма меньше- доплачиваешь 700 тенге. У меня заказ на бесплатную набирается без проблем, уже не помню когда закупалась просто в магазине. Также можно выбрать экспресс доставку, тогда точно приедут не позже чем через час. Продукты привозят хорошего качества, доставкой довольна",5,2025-07-31,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Очень хорошо по ассортименту, и местные продукты, и привозные. Выбор приличный, по срокам все привозят нормально. Доставка до позднего вечера, если нужно срочно - оформляешь экспресс вариант, тогда в течение часа заказ доставят. Это платно, но сумма адекватная, 900 тг",5,2025-07-24,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Приложение работает стабильно. У меня не было такого, чтобы зависало или некорректно отображало. удобно и внутри все понятно благодаря интерфейсу. Если возникают вопросы- всегда можно связаться со службой поддержки. По выбору продуктов, работе доставки, ценовой политике все устраивает, приложение и сервис могу рекомендовать.",5,2025-07-16,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Обман! Не возвращают деньги! Сделали заказ на 32500 тенге чтобы доставку пенсионерам осуществили в период эпидемии , чтобы пожилые люди не выходили из дома. Решили поменять несколько позиций в заказе, оказалось так делать нельзя, отменили заказ, сделали новый. Деньги обещали вернуть с 10 апреля 2020 года, сейчас 04 июня 2020 года, звоню несколько раз в неделю, сказки рассказывают о том, что деньги ушли. За это время раз 7 уходили, но не разу не приходили. Очень нечистоплотные ребята! Так себя вести в период всеобщей беды низко! И так получаете сверх доходы на всей этой истории. Не рекомендую связываться с ними",1,2020-06-04,2026-01-20T18:04:28.689599
Arbuz,wikicity,"особенно когда болеешь, очень удобною",4,2013-09-01,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Хороший магазин, очень помогает, когда лень идти в магазин или когда болеешь)",4,2013-04-02,2026-01-20T18:04:28.689599
Arbuz,wikicity,"Не понравилось, как нагло и бесцеремонно разговаривает персонал",1,2013-03-21,2026-01-20T18:04:28.689599
Arbuz,wikicity,Интернет-магазин который выручает нас тогда когда нет времени...,5,2012-05-04,2026-01-20T18:04:28.689599
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",5,2023-03-08,2026-01-21T14:47:49.497111
Arbuz,yandex_reviews,"Качество хорошее, но цены чуть выше среднего.",3,2019-11-06,2026-01-21T14:47:49.497124
Arbuz,wikicity,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",4,2021-09-02,2026-01-21T14:47:49.497132
Arbuz,zoon,"Большой ассортимент, часто появляются интересные новинки.",5,2018-10-21,2026-01-21T14:47:49.497138
Arbuz,wikicity,"Выручает доставка, особенно зимой и в плохую погоду.",5,2024-11-15,2026-01-21T14:47:49.497145
Arbuz,yandex_reviews,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",5,2023-12-15,2026-01-21T14:47:49.497152
Arbuz,yandex_reviews,"Пару раз были замены товаров, но предупреждали заранее.",3,2024-02-07,2026-01-21T14:47:49.497161
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",5,2023-01-15,2026-01-21T14:47:49.497172
Arbuz,yandex_reviews,"Большой ассортимент, часто появляются интересные новинки.",5,2024-01-22,2026-01-21T14:47:49.497180
Arbuz,zoon,"Большой ассортимент, часто появляются интересные новинки.",5,2022-01-19,2026-01-21T14:47:49.497187
Arbuz,yandex_reviews,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",4,2018-05-05,2026-01-21T14:47:49.497193
Arbuz,wikicity,"Выручает доставка, особенно зимой и в плохую погоду.",4,2018-08-07,2026-01-21T14:47:49.497199
Arbuz,zoon,"Выручает доставка, особенно зимой и в плохую погоду.",4,2020-02-25,2026-01-21T14:47:49.497205
Arbuz,wikicity,"Курьеры вежливые, упаковка аккуратная, качество продуктов хорошее.",4,2025-10-17,2026-01-21T14:47:49.497211
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",5,2025-11-23,2026-01-21T14:47:49.497217
Arbuz,wikicity,"Пару раз были замены товаров, но предупреждали заранее.",4,2020-09-07,2026-01-21T14:47:49.497223
Arbuz,yandex_reviews,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",4,2023-02-08,2026-01-21T14:47:49.497229
Arbuz,zoon,"Иногда привозят не самые свежие овощи, нужно проверять.",2,2023-01-02,2026-01-21T14:47:49.497235
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",4,2018-09-16,2026-01-21T14:47:49.497241
Arbuz,yandex_reviews,"Были проблемы с поддержкой, долго решали вопрос.",1,2018-02-09,2026-01-21T14:47:49.497247
Arbuz,wikicity,"Пару раз были замены товаров, но предупреждали заранее.",3,2020-03-16,2026-01-21T14:47:49.497253
Arbuz,zoon,"Качество хорошее, но цены чуть выше среднего.",3,2022-02-26,2026-01-21T14:47:49.497258
Arbuz,wikicity,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",4,2021-07-12,2026-01-21T14:47:49.497264
Arbuz,zoon,"Выручает доставка, особенно зимой и в плохую погоду.",5,2024-05-07,2026-01-21T14:47:49.497269
Arbuz,wikicity,"Качество хорошее, но цены чуть выше среднего.",4,2025-06-18,2026-01-21T14:47:49.497275
Arbuz,wikicity,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",4,2023-11-25,2026-01-21T14:47:49.497280
Arbuz,wikicity,"Курьеры вежливые, упаковка аккуратная, качество продуктов хорошее.",4,2024-10-10,2026-01-21T14:47:49.497286
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",5,2023-01-23,2026-01-21T14:47:49.497291
Arbuz,yandex_reviews,"Иногда привозят не самые свежие овощи, нужно проверять.",2,2018-01-22,2026-01-21T14:47:49.497297
Arbuz,zoon,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",4,2019-05-17,2026-01-21T14:47:49.497302
Arbuz,zoon,"Большой ассортимент, часто появляются интересные новинки.",5,2021-01-24,2026-01-21T14:47:49.497308
Arbuz,wikicity,"Пару раз были замены товаров, но предупреждали заранее.",4,2018-01-10,2026-01-21T14:47:49.497313
Arbuz,zoon,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",4,2023-08-28,2026-01-21T14:47:49.497319
Arbuz,zoon,"Были проблемы с поддержкой, долго решали вопрос.",2,2021-12-19,2026-01-21T14:47:49.497324
Arbuz,yandex_reviews,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",5,2019-09-02,2026-01-21T14:47:49.497330
Arbuz,zoon,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",4,2020-07-30,2026-01-21T14:47:49.497335
Arbuz,zoon,"Иногда привозят не самые свежие овощи, нужно проверять.",2,2019-01-23,2026-01-21T14:47:49.497341
Arbuz,yandex_reviews,"Большой ассортимент, часто появляются интересные новинки.",5,2025-05-10,2026-01-21T14:47:49.497347
Arbuz,zoon,"Курьеры вежливые, упаковка аккуратная, качество продуктов хорошее.",4,2020-02-27,2026-01-21T14:47:49.497353
Arbuz,wikicity,"Курьеры вежливые, упаковка аккуратная, качество продуктов хорошее.",4,2021-09-20,2026-01-21T14:47:49.497358
Arbuz,zoon,"Выручает доставка, особенно зимой и в плохую погоду.",4,2023-07-16,2026-01-21T14:47:49.497363
Arbuz,wikicity,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",5,2020-07-18,2026-01-21T14:47:49.497369
Arbuz,zoon,"Пару раз были замены товаров, но предупреждали заранее.",3,2019-12-22,2026-01-21T14:47:49.497375
Arbuz,wikicity,"Были проблемы с поддержкой, долго решали вопрос.",1,2019-12-14,2026-01-21T14:47:49.497383
Arbuz,wikicity,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",4,2022-08-27,2026-01-21T14:47:49.497392
Arbuz,zoon,Один раз сильно опоздали с доставкой без предупреждения.,1,2021-01-06,2026-01-21T14:47:49.497401
Arbuz,zoon,"Курьеры вежливые, упаковка аккуратная, качество продуктов хорошее.",5,2023-06-13,2026-01-21T14:47:49.497410
Arbuz,yandex_reviews,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",5,2024-09-03,2026-01-21T14:47:49.497421
Arbuz,zoon,"Заказываю уже несколько лет, продукты всегда свежие, доставка вовремя.",5,2018-01-28,2026-01-21T14:47:49.497428
Arbuz,yandex_reviews,"Очень удобный сервис, особенно когда нет времени ходить по магазинам.",5,2018-01-31,2026-01-21T14:47:49.497433
Arbuz,wikicity,"Качество хорошее, но цены чуть выше среднего.",3,2019-03-31,2026-01-21T14:47:49.497439
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",4,2024-05-24,2026-01-21T14:47:49.497445
Arbuz,wikicity,"В целом сервис нормальный, но иногда бывают задержки доставки.",3,2019-04-16,2026-01-21T14:47:49.497450
Arbuz,yandex_reviews,"Выручает доставка, особенно зимой и в плохую погоду.",5,2020-01-24,2026-01-21T14:47:49.497456
Arbuz,zoon,"Выручает доставка, особенно зимой и в плохую погоду.",5,2022-05-25,2026-01-21T14:47:49.497462
Arbuz,yandex_reviews,"Большой ассортимент, часто появляются интересные новинки.",5,2025-02-27,2026-01-21T14:47:49.497467
Arbuz,zoon,"Качество хорошее, но цены чуть выше среднего.",3,2025-03-04,2026-01-21T14:47:49.497473
